Verse,Text
Hos 2:17,wə nātattî  lāh  ʔet  kərāmêhā  mi šām  wə ʔet  ʕēmeq  ʕākôr  lə petaḥ  tiqwā  wə ʕānətā  šāmmā  ki ymê  nəʕûrêhā  ûi kə yôm  ʕălōtāh  mē ʔereṣ  miṣrāyim
Gen 7:1,wa yōmer  yəhwāh  lə nōaḥ  bō  ʔattā  wə kol  bêtəkā  ʔel  ha tēbā  kî  ʔōtəkā  rāʔîtî  ṣaddîq  lə pānay  ba  dôr  ha zê
Deut 19:19,wa ʕăśîtem  lô  ka ʔăšer  zāmam  la ʕăśôt  lə ʔāḥiʸw  û biʕartā  hā rāʕ  mi qirbekā
Prov 6:22,bə hithallekəkā  tanḥê  ʔōtāk  bə šokbəkā  tišmōr  ʕālêkā  wa hăqîṣôtā  hî  təśîḥekā
Lam 2:1,ʔêkā  yāʕîb  bə ʔappô  ʔădōnāy  ʔet  bat  ṣiyyôn  hišlîk  mi šāmayim  ʔereṣ  tipʔeret  yiśrāʔēl  wə lō  zākar  hădōm  raglāʸw  bə yôm  ʔappô
Exod 29:43,wə nōʕadtî  šāmmā  li bənê  yiśrāʔēl  wə niqdaš  bi kəbōdî
Eccl 1:1,dibrê  qōhelet  ben  dāwid  melek  bi yrûšālāim
Isa 26:21,kî  hinnē  yəhwāh  yōṣē  mi məqômô  li pəqōd  ʕăwōn  yōšēb  hā ʔāreṣ  ʕālāʸw  wə gillətā  hā ʔāreṣ  ʔet  dāmêhā  wə lō  təkassê  ʕôd  ʕal  hărûgêhā
Gen 25:24,wa yimləʔû  yāmêhā  lā ledet  wə hinnē  tômim  bə biṭnāh
Gen 5:6,wa yəḥî  šēt  ḥāmēš  šānîm  û məʔat  šānā  wa yôled  ʔet  ʔĕnôš
Deut 28:40,zêtîm  yihyû  ləkā  bə kol  gəbûlekā  wə šemen  lō  tāsûk  kî  yiššal  zêtekā
Neh 10:7,dāniyyēl  ginnətôn  bārûk
Deut 33:5,wa yəhî  bi yšurûn  melek  bə hitʔassēp  rāšê  ʕām  yaḥad  šibṭê  yiśrāʔēl
Gen 6:13,wa yōmer  ʔĕlōhîm  lə nōaḥ  qēṣ  kol  bāśār  bā  lə pānay  kî  māləʔā  hā ʔāreṣ  ḥāmās  mi pənêhem  wə hinnî  mašḥîtām  ʔet  hā ʔāreṣ
1 Sam 9:17,û šəmûʔēl  rāʔā  ʔet  šāʔûl  wa yhwāh  ʕānāhû  hinnē  hā ʔîš  ʔăšer  ʔāmartî  ʔēlêkā  zê  yaʕṣōr  bə ʕammî
1 Kgs 12:29,wa yāśem  ʔet  hā ʔeḥād  bə bêt ʔēl  wə ʔet  hā ʔeḥād  nātan  bə dān
Ps 130:3,ʔim  ʕăwōnôt  tišmor  yāh  ʔădōnāy  mî  yaʕămōd
Isa 13:12,ʔôqîr  ʔĕnôš  mi pāz  wə ʔādām  mi ketem  ʔôpîr
Lev 23:9,wa yədabbēr  yəhwāh  ʔel  mōšê  lē ʔmōr
Ps 32:11,śimḥû  ba yhwāh  w gîlû  ṣaddîqîm  w harnînû  kol  yišrê  lēb
Isa 43:26,hazkîrēnî  niššāpəṭā  yāḥad  sappēr  ʔattā  ləmaʕan  tiṣdāq
Num 9:12,lō  yašʔîrû  mimmennû  ʕad  bōqer  wə ʕeṣem  lō  yišbərû  bô  kə kol  ḥuqqat  ha pesaḥ  yaʕăśû  ʔōtô
Ps 65:4,dibrê  ʕăwōnōt  gābərû  mennî  pəšāʕênû  ʔattā  təkappərēm
Ps 68:20,bārûk  ʔădōnāy  yôm  yôm  yaʕămos  lānû  hā ʔēl  yəšûʕātēnû  selā
1 Sam 12:17,hă lô  qəṣîr  ḥiṭṭîm  ha yôm  ʔeqrā  ʔel  yəhwāh  wə yittēn  qōlôt  û māṭār  û dəʕû  û rəʔû  kî  rāʕatəkem  rabbā  ʔăšer  ʕăśîtem  bə ʕênê  yəhwāh  li šəʔôl  lākem  melek
Job 18:8,kî  šullaḥ  bə rešet  bə raglāʸw  wə ʕal  śəbākā  yithallāk
Ezek 44:30,wə rēšît  kol  bikkûrê  kōl  wə kol  tərûmat  kōl  mi kōl  tərûmôtêkem  la  kōhănîm  yihyê  wə rēšît  ʕărisôtêkem  tittənû  la  kōhēn  lə hānîaḥ  bərākā  ʔel  bêtekā
Ezek 40:10,wə tāʔê  ha šaʕar  derek  ha qādîm  šəlōšā  mi pō  û šəlōšā  mi pō  middā  ʔaḥat  li šəloštām  û middā  ʔaḥat  lā  ʔêlim  mi pō  û mi pô
Job 41:11,mi piʸw  lappîdîm  yahălōkû  kîdôdê  ʔēš  yitmallāṭû
2 Kgs 10:28,wa yašmēd  yēhû  ʔet  ha baʕal  mi yiśrāʔēl
Ezek 11:12,wi ydaʕtem  kî  ʔănî  yəhwāh  ʔăšer  bə ḥuqqay  lō  hălaktem  û mišpāṭay  lō  ʕăśîtem  û kə mišpəṭê  ha gôyim  ʔăšer  səbîbôtêkem  ʕăśîtem
Neh 11:33,ḥāṣôr  rāmā  gittāyim
2 Kgs 4:26,ʕattā  rûṣ  nā  li qərātāh  we ʔĕmor  lāh  hă šālôm  lāk  hă šālôm  lə ʔîšēk  hă šālôm  la  yāled  wa tōmer  šālôm
Num 20:4,wə lāmā  hăbētem  ʔet  qəhal  yəhwāh  ʔel  ha midbār  ha zê  lā mût  šām  ʔănaḥnû  û bəʕîrēnû
1 Kgs 8:60,ləmaʕan  daʕat  kol  ʕammê  hā ʔāreṣ  kî  yəhwāh  hû  hā ʔĕlōhîm  ʔên  ʕôd
Job 13:9,hă ṭôb  kî  yaḥqōr  ʔetəkem  ʔim  kə hātēl  be ʔĕnôš  təhātēllû  bô
Ps 110:6,yādîn  ba  gôyim  mālē  gəwiyyôt  māḥaṣ  rōš  ʕal  ʔereṣ  rabbā
Jer 48:29,šāmaʕnû  gəʔôn  môʔāb  gēʔê  məʔōd  gābəhô  û gəʔônô  wə gaʔăwātô  wə rum  libbô
Zeph 3:12,wə hišʔartî  bə qirbēk  ʕam  ʕānî  wā dāl  wə ḥāsû  bə šēm  yəhwāh
Exod 38:28,wə ʔet  hā ʔelep  û šəbaʕ  ha mēʔôt  wa ḥămiššā  wə šibʕîm  ʕāśā  wāwîm  lā  ʕammûdîm  wə ṣippā  rāšêhem  wə ḥiššaq  ʔōtām
Lam 3:14,hāyîtî  śəḥōq  lə kol  ʕammî  nəgînātām  kol  ha yôm
Deut 29:21,wə ʔāmar  ha dôr  hā ʔaḥărôn  bənêkem  ʔăšer  yāqûmû  mē ʔaḥărêkem  wə ha nokrî  ʔăšer  yābō  mē ʔereṣ  rəḥôqā  wə rāʔû  ʔet  makkôt  hā ʔāreṣ  ha hiw  wə ʔet  taḥăluʔêhā  ʔăšer  ḥillā  yəhwāh  bāh
2 Sam 16:21,wa yōmer  ʔăḥîtōpel  ʔel  ʔabšālōm  bô  ʔel  pilagšê  ʔābîkā  ʔăšer  hinnîaḥ  li šəmôr  ha bāyit  wə šāmaʕ  kol  yiśrāʔēl  kî  nibʔaštā  ʔet  ʔābîkā  wə ḥāzəqû  yədê  kol  ʔăšer  ʔittāk
Jud 18:26,wa yēləkû  bənê  dān  lə darkām  wa yar  mîkā  kî  ḥăzāqîm  hēmmā  mimmennû  wa yipen  wa yāšob  ʔel  bêtô
2 Sam 1:16,wa yōmer  ʔēlāʸw  dāwid  dāməkā  ʕal  rōšekā  kî  pîkā  ʕānā  bəkā  lē ʔmōr  ʔānōkî  mōtattî  ʔet  məšîaḥ  yəhwāh
1 Chr 11:31,ʔîtay  ben  rîbay  mi gibʕat  bənê  binyāmin bənāyā  ha pirʕātōnî
2 Sam 19:16,wa yāšob  ha melek  wa yābō  ʕad  ha yardēn  wi yhûdā  bā  ha gilgālā  lā leket  li qərat  ha melek  lə haʕăbîr  ʔet  ha melek  ʔet  ha yardēn
Num 4:45,ʔēllê  pəqûdê  mišpəḥōt  bənê  mərārî  ʔăšer  pāqad  mōšê  wə ʔahărōn  ʕal  pî  yəhwāh  bə yad  mōšê
2 Kgs 9:27,wa ʔăḥazyā  melek  yəhûdā  rāʔā  wa yānos  derek  bêt haggān  wa yirdōp  ʔaḥărāʸw  yēhû  wa yōmer  gam  ʔōtô  hakkuhû  ʔel  ha merkābā  bə maʕălē gûr  ʔăšer  ʔet  yibləʕām  wa yānos  məgiddô  wa yāmot  šām
Ps 43:3,šəlaḥ  ʔôrəkā  wa ʔămittəkā  hēmmā  yanḥûnî  yəbîʔûnî  ʔel  har  qodšəkā  wə ʔel  miškənôtêkā
Prov 30:15,la ʕălûqā  šəttê  bānôt  hab  hab  šālôš  hēnnā  lō  tiśbaʕnā  ʔarbaʕ  lō  ʔāmərû  hôn
Gen 42:24,wa yissōb  mē ʕălêhem  wa yēbk  wa yāšob  ʔălēhem  wa yədabbēr  ʔălēhem  wa yiqqaḥ  mē ʔittām  ʔet  šimʕôn  wa yeʔĕsōr  ʔōtô  lə ʕênêhem
1 Sam 12:11,wa yišlaḥ  yəhwāh  ʔet  yərubbaʕal  wə ʔet  bədān  wə ʔet  yiptāḥ  wə ʔet  šəmûʔēl  wa yaṣṣēl  ʔetəkem  mi yad  ʔōyəbêkem  mi sābîb  wa tēšəbû  beṭaḥ
Job 11:18,û bāṭaḥtā  kî  yēš  tiqwā  w ḥāpartā  lā beṭaḥ  tiškāb
Josh 15:56,wə yizrəʕel  wə yāqədʕām  wə zānôaḥ
Job 10:5,hă ki ymê  ʔĕnôš  yāmêkā  ʔim  šnôtêkā  ki ymê  gāber
Isa 29:1,hôy  ʔărîʔēl  ʔărîʔēl  qiryat  ḥānā  dāwid  səpû  šānā  ʕal  šānā  ḥaggîm  yinqōpû
Ps 28:7,yəhwāh  ʕuzzî  û māginnî  bô  bāṭaḥ  libbî  wə neʕĕzārəttî  wa yaʕălōz  libbî  û mi šîrî  ʔăhôdennû
Prov 19:8,qōnê  lēb  ʔōhēb  napšô  šōmēr  təbûnā  li məṣō  ṭôb
Prov 10:2,lō  yôʕîlû  ʔôṣərôt  rešaʕ  û ṣədāqā  taṣṣîl  mi māwet
Josh 5:7,wə ʔet  bənêhem  hēqîm  taḥtām  ʔōtām  māl  yəhôšuaʕ  kî  ʕărēlîm  hāyû  kî  lō  mālû  ʔôtām  ba  dārek
2 Sam 18:21,wa yōmer  yôʔāb  la  kûšî  lēk  haggēd  la  melek  ʔăšer  rāʔîtā  wa yištaḥû  kûšî  lə yôʔāb  wa yārōṣ
Ezra 8:4,mi bənê  paḥat môʔāb  ʔelyəhôʕênay  ben  zəraḥyā  wə ʕimmô  mātayim  ha zəkārîm
Gen 5:11,wa yihyû  kol  yəmê  ʔĕnôš  ḥāmēš  šānîm  û təšaʕ  mēʔôt  šānā  wa yāmōt
Ezra 2:25,bənê  qiryat ʕārîm  kəpîrā  û bəʔērôt  šəbaʕ  mēʔôt  wə ʔarbāʕîm  û šəlōšā
Ezek 46:13,wə kebeś  ben  šənātô  tāmîm  taʕăśê  ʕôlā  la  yôm  la yhôāh  ba  bōqer  ba  bōqer  taʕăśê  ʔōtô
Job 3:19,qāṭōn  w gādôl  šām  hû  w ʕebed  ḥopšî  mē ʔădōnāʸw
Isa 47:12,ʕimədî  nā  ba ḥăbārayik  û bə rōb  kəšāpayik  ba ʔăšer  yāgaʕat  mi nəʕûrāyik  ʔûlay  tûkəlî  hôʕîl  ʔûlay  taʕărôṣî
Ps 20:10,yəhwāh  hôšîʕā  ha melek  yaʕănēnû  bə yôm  qārəʔēnû
Jud 6:32,wa yiqrā  lô  ba  yôm  ha hû  yərubbaʕal  lē ʔmōr  yāreb  bô  ha baʕal  kî  nātaṣ  ʔet  mizbəḥô
Gen 37:29,wa yāšob  rəʔûbēn  ʔel  ha bôr  wə hinnē  ʔên  yôsēp  ba  bôr  wa yiqraʕ  ʔet  bəgādāʸw
Ezek 16:53,wə šabtî  ʔet  šəbîtəhen  ʔet  šəbût  sədōm  û bənôtêhā  wə ʔet  šəbût  šōmərôn  û bənôtêhā  û šəbût  šəbîtayik  bə tôkāhənā
Josh 21:45,lō  nāpal  dābār  mi kōl  ha dābār  ha ṭôb  ʔăšer  dibber  yəhwāh  ʔel  bêt  yiśrāʔēl  ha kōl  bā
1 Sam 9:27,hēmmā  yôrədîm  bi qəṣē  hā ʕîr  û šəmûʔēl  ʔāmar  ʔel  šāʔûl  ʔĕmōr  la  naʕar  wə yaʕăbōr  lə pānênû  wa yaʕăbōr  wə ʔattā  ʕămōd  ka  yôm  wə ʔašmîʕăkā  ʔet  dəbar  ʔĕlōhîm
Jer 41:9,wə ha bôr  ʔăšer  hišlîk  šām  yišmāʕēl  ʔēt  kol  pigrê  hā ʔănāšîm  ʔăšer  hikkā  bə yad  gədalyāhû  hû  ʔăšer  ʕāśā  ha melek  ʔāsā  mi pənê  baʕšā  melek  yiśrāʔēl  ʔōtô  millē  yišmāʕēl  ben  nətanyāhû  ḥălālîm
Isa 14:22,wə qamtî  ʕălêhem  nəʔum  yəhwāh  ṣəbāʔôt  wə hikrattî  lə bābel  šēm  û šəʔār  wə nîn  wā neked  nəʔum  yəhwāh
Ps 91:2,ʔōmar  la yhwāh  maḥsî  û məṣûdātî  ʔĕlōhay  ʔebṭaḥ  bô
Josh 15:17,wa yilkədāh  ʕotnîʔēl  ben  qənaz  ʔăḥî  kālēb  wa yitten  lô  ʔet  ʕaksā  bittô  lə ʔiššā
1 Chr 3:17,û bənê  yəkonyā  ʔassir  šəʔaltîʔēl  bənô
Prov 11:18,rāšāʕ  ʕōśê  pəʕullat  šāqer  wə zōrēaʕ  ṣədāqā  śeker  ʔĕmet
Neh 10:34,lə leḥem  ha maʕăreket  û minḥat  ha tāmîd  û lə ʕôlat  ha tāmîd  ha šabbātôt  he ḥᵒdāšîm  la  môʕădîm  wə la  qᵒdāšîm  wə la  ḥaṭṭāʔôt  lə kappēr  ʕal  yiśrāʔēl  wə kōl  məleket  bêt  ʔĕlōhênû
Jer 51:30,ḥādəlû  gibbôrê  bābel  lə hillāḥēm  yāšəbû  ba  məṣādôt  nāšətā  gəbûrātām  hāyû  lə nāšîm  hiṣṣîtû  miškənōtêhā  nišbərû  bərîḥêhā
Num 1:47,wə ha ləwiyyim  lə maṭṭē  ʔăbōtām  lō  hotpāqədû  bə tôkām
Isa 4:3,wə hāyā  ha nišʔār  bə ṣiyyôn  wə ha nôtār  bi yrûšālaim  qādôš  yēʔāmer  lô  kol  ha kātûb  la  ḥayyîm  bi yrûšālāim
Gen 42:3,wa yērədû  ʔăḥê  yôsēp  ʕăśārā  li šəbbōr  bār  mi miṣrāyim
1 Sam 13:10,wa yəhî  kə kallōtô  lə haʕălôt  hā ʕōlā  wə hinnē  šəmûʔēl  bā  wa yēṣē  šāʔûl  li qərātô  lə bārăkô
Num 2:26,û ṣəbāʔô  û pəqudêhem  šənayim  wə šiššîm  ʔelep  û šəbaʕ  mēʔôt
Neh 2:16,wə ha səgānîm  lō  yādəʕû  ʔānā  hālaktî  û mā  ʔănî  ʕōśê  wə la  yəhûdîm  wə la  kōhănîm  wə la  ḥōrîm  wə la  səgānîm  û lə yeter  ʕōśē  ha məlākā  ʕad  kēn  lō  higgadtî
Ps 119:145,qārātî  bə kol  lēb  ʕănēnî  yəhwāh  ḥuqqêkā  ʔeṣṣōrā
1 Chr 16:24,sappərû  ba  gôyim  ʔet  kəbôdô  bə kol  hā ʕammîm  nipləʔōtāʸw
Prov 11:21,yād  l yād  lō  yinnāqê  rāʕ  wə zeraʕ  ṣaddîqîm  nimlāṭ
Ps 119:10,bə kol  libbî  dəraštîkā  ʔal  tašgēnî  mi miṣwōtêkā
Exod 33:8,wə hāyā  kə ṣēt  mōšê  ʔel  hā ʔōhel  yāqûmû  kol  hā ʕām  wə niṣṣəbû  ʔîš  petaḥ  ʔohᵒlô  wə hibbîṭû  ʔaḥărê  mōšê  ʕad  bōʔô  hā ʔōhĕlā
Ps 119:97,mā  ʔāhabtî  tôrātekā  kol  ha yôm  hî  śîḥātî
Ps 92:9,wə ʔattā  mārôm  lə ʕōlām  yəhwāh
Isa 14:24,nišbaʕ  yəhwāh  ṣəbāʔôt  lē ʔmōr  ʔim  lō  ka ʔăšer  dimmîtî  kēn  hāyātā  wə ka ʔăšer  yāʕaṣtî  hî  tāqûm
Jud 13:18,wa yōmer  lô  malʔak  yəhwāh  lāmmā  zê  tišʔal  li šəmî  wə hû  pelî
Ezek 22:25,qešer  nəbîʔêhā  bə tôkāh  ka ʔărî  šôʔēg  ṭōrēp  ṭārep  nepeš  ʔākālû  ḥōsen  wi yqār  yiqqāḥû  ʔalmənôtêhā  hirbû  bə tôkāh
Nah 2:10,bōzzû  kesep  bōzzû  zāhāb  wə ʔên  qēṣê  la  təkûnā  kābōd  mi kōl  kəlî  ḥemdā
Ps 68:18,rekeb  ʔĕlōhîm  ribbōtayim  ʔaləpê  šinʔān  ʔădōnāy  bām  sînay  ba  qōdeš
Jer 25:5,lē ʔmōr  šûbû  nā  ʔîš  mi darkô  hā rāʕā  û mē rōaʕ  maʕallêkem  û šəbû  ʕal  hā ʔădāmā  ʔăšer  nātan  yəhwāh  lākem  wə la ʔăbôtêkem  lə min  ʕôlām  wə ʕad  ʕôlām
Ezek 48:3,wə ʕal  gəbûl  ʔāšēr  mi pəʔat  qādîmā  wə ʕad  pəʔat  yommā  naptālî  ʔeḥād
Eccl 6:9,ṭôb  marʔē  ʕênayim  mē hălāk  nāpeš  gam  zê  hebel  û rəʕût  rûaḥ
Gen 29:34,wa tahar  ʕôd  wa tēled  bēn  wa tōmer  ʕattā  ha paʕam  yillāwê  ʔîšî  ʔēlay  kî  yāladtî  lô  šəlōšā  bānîm  ʕal  kēn  qārā  šəmô  lēwî
2 Kgs 21:26,wa yiqbəōr  ʔōtô  bi qəburātô  bə gan  ʕuzzā  wa yimlōk  yōšiyyāhû  bənô  taḥtāʸw
Exod 4:1,wa yaʕan  mōšê  wa yōmer  wə hēn  lō  yaʔămînû  lî  wə lō  yišməʕû  bə qōlî  kî  yōmərû  lō  nirʔā  ʔēlêkā  yəhwāh
Ps 127:5,ʔašrê  ha geber  ʔăšer  millē  ʔet  ʔašpātô  mēhem  lō  yēbōšû  kî  yədabbərû  ʔet  ʔôyəbîm  ba  šāʕar
Isa 45:13,ʔānōkî  haʕîrōtihû  bə ṣedeq  wə kol  dərākāʸw  ʔăyaššēr  hû  yibnê  ʕîrî  wə gālûtî  yəšallēaḥ  lō  bi məḥîr  wə lō  bə šōḥad  ʔāmar  yəhwāh  ṣəbāʔôt
Jer 50:45,lākēn  šimʕû  ʕăṣat  yəhwāh  ʔăšer  yāʕaṣ  ʔel  bābel  û maḥšəbôtāʸw  ʔăšer  ḥāšab  ʔel  ʔereṣ  kaśdîm  ʔim  lō  yisḥābûm  ṣəʕîrê  ha ṣōn  ʔim  lō  yaššîm  ʕălêhem  nāwê
Lev 13:6,wə rāʔā  ha kōhēn  ʔōtô  ba  yôm  ha šəbîʕî  šēnît  wə hinnē  kēhā  ha negaʕ  wə lō  pāśā  ha negaʕ  bā  ʕôr  wə ṭihărô  ha kōhēn  mispaḥat  hî  wə kibbes  bəgādāʸw  wə ṭāhēr
Ps 119:65,ṭôb  ʕāśîtā  ʕim  ʕabdəkā  yhwāh  ki dəbārekā
Lev 2:16,wə hiqṭîr  ha kōhēn  ʔet  ʔazkārātāh  mi girśāh  û mi šamnāh  ʕal  kol  ləbōnātāh  ʔiššê  la yhwāh
1 Sam 20:15,wə lō  takrit  ʔet  ḥasdəkā  mē ʕim  bêtî  ʕad  ʕôlām  wə lō  bə hakrit  yəhwāh  ʔet  ʔōyəbê  dāwid  ʔîš  mē ʕal  pənê  hā ʔădāmā
Ezek 11:20,ləmaʕan  bə ḥuqqōtay  yēlēkû  wə ʔet  mišpāṭay  yišmərû  wə ʕāśû  ʔōtām  wə hāyû  lî  lə ʕām  wa ʔănî  ʔêyê  lāhem  lē ʔlōhîm
Hos 11:1,kî  naʕar  yiśrāʔēl  wā ʔōhăbēhû  û mi miṣrayim  qārātî  li bənî
1 Sam 18:7,wa taʕănênā  ha nāšîm  ha məśaḥăqôt  wa tōmarnā  hikkā  šāʔûl  ba ʔălāpāʸw  wə dāwid  bə ribəbōtāʸw
2 Sam 20:6,wa yōmer  dāwid  ʔel  ʔăbîšay  ʕattā  yēraʕ  lānû  šebaʕ  ben  bikrî  min  ʔabšālôm  ʔattā  qaḥ  ʔet  ʕabədê  ʔădōnêkā  û rədōp  ʔaḥărāʸw  pen  māṣā  lô  ʕārîm  bəṣurôt  wə hiṣṣîl  ʕênēnû
1 Chr 6:12,ʔĕlîʔāb  bənô  yərōḥām  bənô  ʔelqānā  bənô
Ps 34:7,zê  ʕānî  qārā  wa yhwāh  šāmēaʕ  û mi kol  ṣārôtāʸw  hôšîʕô
Song_of_songs 1:6,ʔal  tirʔûnî  še ʔănî  šəḥarḥōret  še šĕzāpatnî  ha šāmeš  bənê  ʔimmî  niḥărû  bî  śāmunî  nōṭērā  ʔet  ha kərāmîm  karmî  še lî  lō  nāṭārəttî
2 Sam 1:9,wa yōmer  ʔēlay  ʕămod  nā  ʕālay  û mōtətēnî  kî  ʔăḥāzanî  ha šābāṣ  kî  kol  ʕôd  napšî  bî
Neh 6:5,wa yišlaḥ  ʔēlay  sanəballaṭ  ka  dābār  ha zê  paʕam  ḥămîšît  ʔet  naʕărô  wə ʔiggeret  pətûḥā  bə yādô
Jud 21:18,wa ʔănaḥnû  lō  nûkal  lā tēt  lāhem  nāšîm  mi bənôtênû  kî  nišbəʕû  bənê  yiśrāʔēl  lē ʔmōr  ʔārûr  nōtēn  ʔiššā  lə binyāmin
Lam 4:12,lō  heʔĕmînû  maləkê  ʔereṣ  kōl  yōšəbê  tēbēl  kî  yābō  ṣar  wə ʔôyēb  bə šaʕărê  yərûšālāim
Jer 3:2,śəʔî  ʕênayik  ʕal  šəpāyim  û rəʔî  ʔêpō  lō  šukkabt  ʕal  dərākîm  yāšabt  lāhem  ka ʕărābî  ba  midbār  wa taḥănîpî  ʔereṣ  bi zənûtayik  û bə rāʕātēk
Ruth 4:11,wa yōmərû  kol  hā ʕām  ʔăšer  ba  šaʕar  wə ha zəqēnîm  ʕēdîm  yittēn  yəhwāh  ʔet  hā ʔiššā  ha bāʔā  ʔel  bêtekā  kə rāḥēl  û kə lēʔā  ʔăšer  bānû  šəttêhem  ʔet  bêt  yiśrāʔēl  wa ʕăśē  ḥayil  bə ʔeprātā  û qərā  šēm  bə bêt lāḥem
1 Kgs 2:11,wə ha yāmîm  ʔăšer  mālak  dāwid  ʕal  yiśrāʔēl  ʔarbāʕîm  šānā  bə ḥebrôn  mālak  šebaʕ  šānîm  û bi yrûšālaim  mālak  šəlōšîm  wə šālōš  šānîm
Jer 36:21,wa yišlaḥ  ha melek  ʔet  yəhûdî  lā qaḥat  ʔet  ha məgillā  wa yiqqāḥêā  mi liškat  ʔĕlîšāmāʕ  ha sōpēr  wa yiqrāʔêā  yəhûdî  bə ʔoznê  ha melek  û bə ʔoznê  kol  ha śārîm  hā ʕōmədîm  mē ʕal  ha melek
2 Sam 11:15,wa yiktōb  ba  sēper  lē ʔmōr  hābû  ʔet  ʔûriyyā  ʔel  mûl  pənê  ha milḥāmā  ha ḥăzāqā  wə šabtem  mē ʔaḥărāʸw  wə nikkā  wā mēt
Dan 11:1,wa ʔănî  bi šənat  ʔaḥat  lə doryāweš  ha mādî  ʕāmədî  lə maḥăzîq  û lə māʕôz  lô
2 Sam 19:39,wa yōmer  ha melek  ʔittî  yaʕăbōr  kimhām  wa ʔănî  ʔeʕĕśê  lô  ʔet  ha ṭôb  bə ʕênêkā  wə kōl  ʔăšer  tibḥar  ʕālay  ʔeʕĕśê  lāk
Ps 122:5,kî  šāmmā  yāšəbû  kisʔôt  lə mišpāṭ  kisʔôt  lə bêt  dāwîd
Lam 2:13,mā  ʔăʕîdēk  mā  ʔădammê  lāk  ha bat  yərûšālaim  mā  ʔašwê  lāk  wa ʔănaḥămēk  bətûlat  bat  ṣiyyôn  kî  gādôl  ka  yom  šibrēk  mî  yirpā  lāk
Ezra 1:9,wə ʔēllê  mispārām  ʔăgarṭəlê  zāhāb  šəlōšîm  ʔăgarṭəlê  kesep  ʔālep  maḥălāpîm  tišʕā  wə ʕeśrîm
Song_of_songs 8:12,karmî  še lî  lə pānāy  hā ʔelep  ləkā  šəlōmō  û mātayim  lə nōṭərîm  ʔet  piryô
Jer 50:32,wə kāšal  zādôn  wə nāpal  wə ʔên  lô  mēqîm  wə hiṣṣattî  ʔēš  bə ʕārāʸw  wə ʔākəlā  kol  səbîbōtāʸw
Prov 24:32,wā ʔeḥĕzê  ʔānōkî  ʔāšît  libbî  rāʔîtî  lāqaḥtî  mûsār
Lam 3:62,śipətê  qāmay  wə hegyônām  ʕālay  kol  ha yôm
Exod 15:1,ʔāz  yāšîr  mōšê  û bənê  yiśrāʔēl  ʔet  ha šîrā  ha zōt  la yhwāh  wa yōmərû  lē ʔmōr  ʔāšîrā  la yhwāh  kî  gāʔō  gāʔā  sûs  wə rōkəbô  rāmā  ba  yom
Dan 11:25,wə yāʕēr  kōḥô  û ləbābô  ʕal  melek  ha negeb  bə ḥayil  gādôl  û melek  ha negeb  yitgārê  la  milḥāmā  bə ḥayil  gādôl  wə ʕāṣûm  ʕad  məʔōd  wə lō  yaʕămōd  kî  yaḥšəbû  ʕālāʸw  maḥăšābôt
Hos 7:2,û bal  yōmərû  li ləbābām  kol  rāʕātām  zākārəttî  ʕattā  səbābûm  maʕallêhem  neged  pānay  hāyû
Jer 44:2,kō  ʔāmar  yəhwāh  ṣəbāʔôt  ʔĕlōhê  yiśrāʔēl  ʔattem  rəʔîtem  ʔēt  kol  hā rāʕā  ʔăšer  hēbētî  ʕal  yərûšālaim  wə ʕal  kol  ʕārê  yəhûdā  wə hinnām  ḥārəbboh  ha yôm  ha zê  wə ʔên  bāhem  yôšēb
Hag 2:22,wə hāpaktî  kissē  mamlākôt  wə hišmadtî  ḥōzeq  mamləkôt  ha gôyim  wə hāpaktî  merkābā  wə rōkəbêhā  wə yārədû  sûsîm  wə rōkəbêhem  ʔîš  bə ḥereb  ʔāḥiʸw
Prov 27:14,məbārēk  rēʕēhû  bə qôl  gādôl  ba  bōqer  haškêm  qlālā  tēḥāšeb  lô
Gen 4:5,wə ʔel  qayin  wə ʔel  minḥātô  lō  šāʕā  wa yiḥar  lə qayin  məʔōd  wa yippəlû  pānāʸw
Esth 7:3,wa taʕan  ʔestēr  ha malkā  wa tōmar  ʔim  māṣātî  ḥēn  bə ʕênêkā  ha melek  wə ʔim  ʕal  ha melek  ṭôb  tinnāten  lî  napšî  bi šəʔēlātî  wə ʕammî  bə baqqāšātî
Isa 10:22,kî  ʔim  yihyê  ʕamməkā  yiśrāʔēl  kə ḥôl  ha yom  šəʔār  yāšûb  bô  killāyôn  ḥārûṣ  šôṭēp  ṣədāqā
Joel 4:14,hămônîm  hămônîm  bə ʕēmeq  he ḥārûṣ  kî  qārôb  yôm  yəhwāh  bə ʕēmeq  he ḥārûṣ
Num 7:1,wa yəhî  bə yôm  kallôt  mōšê  lə hāqîm  ʔet  ha miškān  wa yimšaḥ  ʔōtô  wa yəqaddēš  ʔōtô  wə ʔet  kol  kēlāʸw  wə ʔet  ha mizbēaḥ  wə ʔet  kol  kēlāʸw  wa yimšāḥēm  wa yəqaddēš  ʔōtām
Jer 13:13,wə ʔāmartā  ʔălêhem  kō  ʔāmar  yəhwāh  hinnî  məmallē  ʔet  kol  yōšəbê  hā ʔāreṣ  ha zōt  wə ʔet  ha məlākîm  ha yōšəbîm  lə dāwid  ʕal  kisʔô  wə ʔet  ha kōhănîm  wə ʔet  ha nəbîʔîm  wə ʔēt  kol  yōšəbê  yərûšālāim  šikkārôn
